PO_ID,Product_ID,Order_Date,Promised_ETA_Date,Actual_Arrival_Date,Qty_Ordered,Qty_Received
PO-02681,SKU-090,2024-09-25,2024-10-09,2024-10-09,473,473.0
PO-00504,SKU-017,2025-05-28,2025-06-11,2025-06-13,443,443.0
PO-02439,SKU-082,02-19-2025,2025-03-09,2025-03-20,498,498.0
PO-02183,SKU-074,2024-05-08,2024-05-29,2024-06-11,233,233.0
PO-01338,SKU-045,10-29-2025,2025-11-12,2025-11-15,429,429.0
PO-01250,SKU-042,2025-12-24,2026-01-07,,305,
PO-00672,SKU-023,2024-08-28,2024-09-18,2024-09-18,356,356.0
PO-02206,SKU-074,12-Nov-2025,2025-12-03,2025-12-05,410,410.0
PO-01371,SKU-046,2025-12-03,2025-12-21,2025-12-22,418,418.0
PO-00718,SKU-024,2025-11-12,2025-11-30,2025-11-30,442,442.0
PO-02341,SKU-079,2024-11-06,2024-11-20,2024-11-20,298,298.0
PO-02001,SKU-068,2024-01-10,2024-01-31,2024-01-31,533,533.0
PO-02926,SKU-098,23-Apr-2025,2025-05-11,2025-05-11,412,412.0
PO-01239,SKU-042,23/04/2025,2025-05-07,2025-05-09,369,369.0
PO-02378,SKU-080,2025-03-05,2025-03-26,2025-03-28,408,408.0
PO-00179,SKU-006,2025-12-17,2025-12-31,,467,
PO-00077,SKU-003,05-Mar-2025,2025-03-19,2025-03-23,454,454.0
PO-01226,SKU-042,2024-05-29,2024-06-12,2024-06-14,284,284.0
PO-00465,SKU-016,2024-10-30,2024-11-20,2024-11-20,247,247.0
PO-02507,SKU-084,2025-05-21,2025-06-08,2025-06-12,437,437.0
PO-01848,SKU-062,2025-10-01,2025-10-22,2025-10-23,296,296.0
PO-01260,SKU-043,2024-09-11,2024-10-02,2024-10-02,359,266.0
PO-02389,SKU-080,11-26-2025,2025-12-17,2025-12-17,528,528.0
PO-02337,SKU-079,14/08/2024,2024-08-28,2024-08-28,348,348.0
PO-02168,SKU-073,04-16-2025,2025-05-04,2025-05-05,469,469.0
PO-02210,SKU-075,17/01/2024,2024-01-31,2024-01-31,402,402.0
PO-00441,SKU-015,2025-06-04,2025-06-18,2025-06-24,414,414.0
PO-01698,SKU-057,09-Jul-2025,2025-07-23,2025-07-27,510,510.0
PO-01215,SKU-041,24/09/2025,2025-10-15,2025-10-17,351,323.0
PO-00256,SKU-009,2025-01-29,2025-02-12,2025-02-14,295,295.0
PO-02956,SKU-099,2025-05-07,2025-05-28,2025-06-16,333,333.0
PO-02949,SKU-099,2024-11-27,2024-12-18,2024-12-19,376,376.0
PO-00547,SKU-019,03-20-2024,2024-04-07,2024-04-24,338,338.0
PO-02390,SKU-080,17-Dec-2025,2026-01-07,,382,
PO-02760,SKU-093,2024-01-24,2024-02-14,2024-02-14,405,405.0
PO-01549,SKU-052,03/12/2025,2025-12-21,2025-12-21,-483,483.0
PO-02830,SKU-095,2024-12-11,2024-12-25,2024-12-29,614,614.0
PO-01008,SKU-034,2025-05-21,2025-06-08,2025-06-11,336,336.0
PO-01654,SKU-056,14/08/2024,2024-09-01,2024-09-01,418,418.0
PO-02745,SKU-092,2025-02-12,2025-02-26,2025-02-26,397,397.0
PO-01281,SKU-044,2024-01-24,2024-02-07,2024-02-11,535,535.0
PO-00401,SKU-014,2024-10-02,2024-10-20,2024-10-20,340,340.0
PO-02512,SKU-084,01/10/2025,2025-10-19,2025-10-19,545,545.0
PO-02264,SKU-076,15-Oct-2025,2025-11-05,2025-11-05,368,368.0
PO-01530,SKU-052,09-04-2024,2024-09-22,2024-09-23,605,605.0
PO-01164,SKU-039,2025-12-24,2026-01-11,,684,
PO-00399,SKU-014,07-Aug-2024,2024-08-25,2024-08-25,327,327.0
PO-02128,SKU-072,2024-09-04,2024-09-25,2024-09-26,278,278.0
PO-01006,SKU-034,2025-03-26,2025-04-13,2025-05-02,532,532.0
PO-02882,SKU-097,2024-05-08,2024-05-26,2024-05-27,325,325.0
PO-00930,SKU-032,2024-03-06,2024-03-24,2024-04-08,352,332.0
PO-01501,SKU-051,2024-09-25,2024-10-16,2024-10-16,391,391.0
PO-02254,SKU-076,22-Jan-2025,2025-02-12,2025-02-14,328,328.0
PO-01257,SKU-043,03/07/2024,2024-07-24,2024-07-24,488,488.0
PO-02331,SKU-079,06/03/2024,2024-03-20,2024-03-20,514,514.0
PO-00397,SKU-014,2024-06-26,2024-07-14,2024-07-15,342,342.0
PO-02091,SKU-070,2025-12-24,2026-01-07,,359,
PO-01194,SKU-041,02-28-2024,2024-03-20,2024-03-20,351,351.0
PO-02582,SKU-087,2024-04-10,2024-04-28,2024-04-28,488,488.0
PO-02811,SKU-094,2025-08-06,2025-08-20,2025-08-20,227,227.0
PO-02124,SKU-072,2024-05-22,2024-06-12,2024-06-24,291,291.0
PO-02440,SKU-082,26-Mar-2025,2025-04-13,2025-04-27,310,310.0
PO-01533,SKU-052,2024-11-13,2024-12-01,2024-12-01,553,553.0
PO-01600,SKU-054,03-26-2025,2025-04-09,2025-04-10,359,359.0
PO-01571,SKU-053,2025-07-09,2025-07-30,2025-08-01,400,400.0
PO-02270,SKU-077,2024-03-27,2024-04-10,2024-04-10,567,567.0
PO-00559,SKU-019,29-Jan-2025,2025-02-16,2025-02-27,323,323.0
PO-00952,SKU-032,2025-09-17,2025-10-05,2025-10-05,351,351.0
PO-01552,SKU-053,2024-03-13,2024-04-03,2024-04-03,345,345.0
PO-00277,SKU-010,2024-05-22,2024-06-09,2024-06-09,422,422.0
PO-01052,SKU-036,2024-06-05,2024-06-19,2024-06-21,283,283.0
PO-01130,SKU-038,24/09/2025,2025-10-12,2025-10-13,413,413.0
PO-00182,SKU-007,02-21-2024,2024-03-06,2024-03-10,376,376.0
PO-02836,SKU-095,2025-04-30,2025-05-14,2025-05-14,596,596.0
PO-01252,SKU-043,2024-02-28,2024-03-20,2024-03-21,380,380.0
PO-01430,SKU-048,2025-12-24,2026-01-11,,486,
PO-00926,SKU-031,2025-10-22,2025-11-05,2025-11-08,385,385.0
PO-01665,SKU-056,04-30-2025,2025-05-18,2025-05-21,348,348.0
PO-00204,SKU-007,2025-09-03,2025-09-17,2025-09-17,329,329.0
PO-00413,SKU-014,2025-08-06,2025-08-24,2025-08-24,344,344.0
PO-01035,SKU-035,03-26-2025,2025-04-13,2025-04-29,338,338.0
PO-01375,SKU-047,2024-03-27,2024-04-10,2024-04-11,341,341.0
PO-02890,SKU-097,27/11/2024,2024-12-15,2024-12-15,314,314.0
PO-02828,SKU-095,2024-10-30,2024-11-13,2024-11-13,539,539.0
PO-00687,SKU-023,10-Sep-2025,2025-10-01,2025-10-02,363,363.0
PO-02902,SKU-097,2025-10-01,2025-10-19,2025-10-19,469,469.0
PO-01287,SKU-044,2024-06-12,2024-06-26,2024-06-26,377,377.0
PO-00818,SKU-028,08-07-2024,2024-08-28,2024-08-29,445,445.0
PO-00005,SKU-001,2024-05-01,2024-05-19,2024-05-21,520,520.0
PO-00936,SKU-032,2024-08-14,2024-09-01,2024-09-01,450,450.0
PO-01476,SKU-050,2025-01-29,2025-02-12,2025-02-13,360,360.0
PO-00114,SKU-004,24-Sep-2025,2025-10-12,2025-10-12,514,514.0
PO-00843,SKU-029,2024-05-22,2024-06-05,2024-06-05,460,460.0
PO-01208,SKU-041,26-Feb-2025,2025-03-19,2025-03-19,320,297.0
PO-00831,SKU-028,2025-07-16,2025-08-06,2025-08-07,437,437.0
PO-01241,SKU-042,06-04-2025,2025-06-18,2025-06-18,377,377.0
PO-00900,SKU-031,2024-01-31,2024-02-14,2024-02-14,379,379.0
PO-02607,SKU-087,2025-12-10,2025-12-28,,472,
PO-02120,SKU-072,07-Feb-2024,2024-02-28,2024-02-28,323,323.0
PO-01881,SKU-064,2024-01-17,2024-01-31,2024-01-31,284,284.0
PO-02071,SKU-070,21/08/2024,2024-09-04,2024-09-04,448,448.0
PO-02591,SKU-087,12-04-2024,2024-12-22,2024-12-25,396,396.0
PO-01053,SKU-036,03-Jul-2024,2024-07-17,2024-07-17,324,324.0
PO-00986,SKU-033,2025-12-17,2026-01-07,,475,
PO-00208,SKU-007,12-03-2025,2025-12-17,2025-12-17,379,379.0
PO-01032,SKU-035,2025-01-08,2025-01-26,2025-02-19,297,297.0
PO-00727,SKU-025,2024-07-03,2024-07-17,2024-07-17,347,347.0
PO-02501,SKU-084,18/12/2024,2025-01-05,2025-01-08,493,361.0
PO-00444,SKU-015,2025-08-06,2025-08-20,2025-08-20,465,465.0
PO-01754,SKU-059,2025-07-09,2025-07-30,2025-08-01,288,288.0
PO-00128,SKU-005,2024-08-28,2024-09-11,2024-09-13,371,371.0
PO-01275,SKU-043,2025-10-01,2025-10-22,2025-10-22,470,470.0
PO-01993,SKU-067,2025-07-09,2025-07-27,2025-07-28,288,288.0
PO-00001,SKU-001,2024-01-24,2024-02-11,2024-02-20,562,562.0
PO-01165,SKU-040,2024-02-14,2024-02-28,2024-02-28,450,450.0
PO-00535,SKU-018,11-Jun-2025,2025-06-25,2025-06-25,523,523.0
PO-01173,SKU-040,2024-08-28,2024-09-11,2024-09-11,406,406.0
PO-00909,SKU-031,2024-08-28,2024-09-11,2024-09-14,278,278.0
PO-01336,SKU-045,2025-09-17,2025-10-01,2025-10-01,479,479.0
PO-01716,SKU-058,2024-10-16,2024-11-03,2024-11-03,458,458.0
PO-00658,SKU-022,2025-10-01,2025-10-15,2025-10-15,423,423.0
PO-01294,SKU-044,11-20-2024,2024-12-04,2024-12-04,593,593.0
PO-01337,SKU-045,2025-10-08,2025-10-22,2025-10-24,398,398.0
PO-02442,SKU-082,07/05/2025,2025-05-25,2025-05-25,280,280.0
PO-00946,SKU-032,23/04/2025,2025-05-11,2025-05-12,337,337.0
PO-02025,SKU-068,2025-09-03,2025-09-24,2025-09-28,474,474.0
PO-00620,SKU-021,2025-02-26,2025-03-12,2025-03-12,297,297.0
PO-00515,SKU-018,14/02/2024,2024-02-28,2024-02-28,572,572.0
PO-02209,SKU-074,12-24-2025,2026-01-14,,511,
PO-01290,SKU-044,14-Aug-2024,2024-08-28,2024-08-29,410,410.0
PO-00903,SKU-031,04-10-2024,2024-04-24,2024-04-24,307,307.0
PO-00853,SKU-029,2025-01-22,2025-02-05,2025-02-07,409,409.0
PO-02749,SKU-092,2025-05-21,2025-06-04,2025-06-05,440,440.0
PO-02252,SKU-076,2024-12-04,2024-12-25,2024-12-27,300,300.0
PO-01726,SKU-058,07-16-2025,2025-08-03,2025-08-04,470,470.0
PO-01570,SKU-053,2025-06-18,2025-07-09,2025-07-17,490,490.0
PO-01983,SKU-067,06-Nov-2024,2024-11-24,2024-11-24,272,272.0
PO-01147,SKU-039,2024-12-04,2024-12-22,2024-12-22,526,526.0
PO-02234,SKU-075,20-Aug-2025,2025-09-03,2025-09-04,383,383.0
PO-00826,SKU-028,2025-02-19,2025-03-12,2025-03-12,385,385.0
PO-01031,SKU-035,2024-12-18,2025-01-05,2025-01-05,412,412.0
PO-01579,SKU-053,12-10-2025,2025-12-31,,710,
PO-01080,SKU-037,2024-03-27,2024-04-10,2024-04-10,350,350.0
PO-00185,SKU-007,2024-05-15,2024-05-29,2024-05-30,365,365.0
PO-00947,SKU-032,2025-05-21,2025-06-08,2025-06-08,266,266.0
PO-01142,SKU-039,31/07/2024,2024-08-18,2024-08-20,559,559.0
PO-02601,SKU-087,2025-07-30,2025-08-17,2025-08-20,384,384.0
PO-00977,SKU-033,2025-04-30,2025-05-21,2025-06-05,420,420.0
PO-00657,SKU-022,10-Sep-2025,2025-09-24,2025-09-24,362,362.0
PO-01372,SKU-046,24-Dec-2025,2026-01-11,,369,
PO-02517,SKU-084,2025-12-24,2026-01-11,,685,
PO-00744,SKU-025,2025-08-20,2025-09-03,2025-09-03,360,360.0
PO-01386,SKU-047,2024-12-11,2024-12-25,2024-12-27,295,295.0
PO-01621,SKU-055,31/07/2024,2024-08-21,2024-08-24,500,500.0
PO-02455,SKU-083,2024-01-10,2024-01-31,2024-02-01,421,421.0
PO-01667,SKU-056,2025-06-11,2025-06-29,2025-07-02,375,375.0
PO-00436,SKU-015,2025-02-19,2025-03-05,2025-03-08,377,377.0
PO-00191,SKU-007,2024-10-09,2024-10-23,2024-10-25,278,278.0
PO-02214,SKU-075,04-10-2024,2024-04-24,2024-04-25,444,444.0
PO-01324,SKU-045,2024-11-20,2024-12-04,2024-12-07,631,631.0
PO-00781,SKU-027,2024-02-14,2024-03-06,2024-03-06,459,459.0
PO-02860,SKU-096,2024-12-04,2024-12-18,2024-12-19,309,309.0
PO-02797,SKU-094,2024-08-14,2024-08-28,2024-08-31,363,363.0
PO-01118,SKU-038,2024-11-13,2024-12-01,2024-12-04,588,588.0
PO-01121,SKU-038,2025-02-05,2025-02-23,2025-03-15,569,569.0
PO-00595,SKU-020,2025-07-23,,2025-08-12,270,270.0
PO-00833,SKU-028,2025-09-10,2025-10-01,2025-10-04,474,474.0
PO-00496,SKU-017,13-Nov-2024,2024-11-27,2024-11-28,373,373.0
PO-00708,SKU-024,2025-03-05,2025-03-23,2025-04-13,539,539.0
PO-01916,SKU-065,2024-04-03,2024-04-24,2024-05-09,469,469.0
PO-02663,SKU-089,2025-06-04,2025-06-18,2025-06-19,496,496.0
PO-00462,SKU-016,2024-08-14,2024-09-04,2024-09-05,360,360.0
PO-02148,SKU-072,2025-12-17,2026-01-07,,396,
PO-00094,SKU-004,29-May-2024,2024-06-16,2024-06-16,357,357.0
PO-00464,SKU-016,2024-10-02,2024-10-23,2024-10-24,441,441.0
PO-01541,SKU-052,2025-05-28,2025-06-15,2025-06-15,517,517.0
PO-02718,SKU-091,2025-03-12,2025-03-26,2025-03-26,379,379.0
PO-02623,SKU-088,20-Nov-2024,2024-12-04,2024-12-04,572,498.0
PO-01601,SKU-054,04-23-2025,2025-05-07,2025-05-07,264,264.0
PO-00053,SKU-002,02/07/2025,2025-07-20,2025-07-22,458,458.0
PO-00034,SKU-002,03-13-2024,2024-03-31,2024-04-13,387,387.0
PO-01622,SKU-055,21/08/2024,2024-09-11,2024-09-15,421,421.0
PO-00460,SKU-016,03-Jul-2024,2024-07-24,2024-07-24,286,286.0
PO-01081,SKU-037,2024-04-17,2024-05-01,2024-05-02,338,338.0
PO-02719,SKU-091,04-02-2025,2025-04-16,2025-04-21,382,382.0
PO-01114,SKU-038,2024-08-14,2024-09-01,2024-09-03,574,574.0
PO-01523,SKU-052,03-06-2024,2024-03-24,2024-04-12,452,452.0
PO-01067,SKU-036,2025-06-04,2025-06-18,2025-06-20,235,235.0
PO-01679,SKU-057,01/05/2024,2024-05-15,2024-05-17,386,386.0
PO-02352,SKU-079,06/08/2025,2025-08-20,2025-08-20,394,394.0
PO-02812,SKU-094,27/08/2025,2025-09-10,2025-09-10,328,328.0
PO-00215,SKU-008,2024-06-05,2024-06-23,2024-06-24,442,442.0
PO-02961,SKU-099,09-17-2025,2025-10-08,2025-10-13,349,349.0
PO-00623,SKU-021,2025-05-14,2025-05-28,2025-06-01,237,237.0
PO-00357,SKU-012,2025-10-15,2025-10-29,2025-10-31,569,569.0
PO-01437,SKU-049,2024-06-26,2024-07-14,2024-07-14,493,493.0
PO-02644,SKU-089,2024-03-13,2024-03-27,2024-03-27,476,476.0
PO-02742,SKU-092,2024-11-27,2024-12-11,2024-12-11,307,307.0
PO-02169,SKU-073,2025-05-21,2025-06-08,2025-06-08,523,523.0
PO-00563,SKU-019,07-May-2025,2025-05-25,2025-05-25,297,297.0
PO-00217,SKU-008,2024-07-24,2024-08-11,2024-08-11,576,576.0
PO-02082,SKU-070,04-30-2025,2025-05-14,2025-05-14,300,300.0
PO-01318,SKU-045,2024-06-19,2024-07-03,2024-07-03,487,487.0
PO-00588,SKU-020,2025-01-22,2025-02-09,2025-03-01,298,298.0
PO-00844,SKU-029,2024-06-12,2024-06-26,2024-06-29,539,539.0
PO-00770,SKU-026,05-07-2025,2025-05-21,2025-05-21,538,538.0
PO-00816,SKU-028,2024-06-12,2024-07-03,2024-07-19,355,355.0
PO-02727,SKU-091,15-Oct-2025,2025-10-29,2025-11-01,457,457.0
PO-01163,SKU-039,2025-12-17,2026-01-04,,578,
PO-01547,SKU-052,2025-10-22,2025-11-09,2025-11-09,460,460.0
PO-01457,SKU-049,2025-10-29,2025-11-16,2025-11-16,434,434.0
PO-02835,SKU-095,2025-04-09,2025-04-23,2025-04-23,504,504.0
PO-01477,SKU-050,2025-02-19,2025-03-05,2025-03-05,291,291.0
PO-01193,SKU-041,2024-01-31,2024-02-21,2024-02-22,329,329.0
PO-01333,SKU-045,2025-07-02,2025-07-16,2025-07-18,518,518.0
PO-01286,SKU-044,2024-05-22,2024-06-05,2024-06-05,516,516.0
PO-01951,SKU-066,2024-09-18,2024-10-09,2024-10-09,328,328.0
PO-02903,SKU-097,10-29-2025,2025-11-16,2025-11-16,348,348.0
PO-00328,SKU-011,2025-11-12,2025-11-26,2025-11-29,493,493.0
PO-01630,SKU-055,02-12-2025,2025-03-05,2025-03-08,543,543.0
PO-02328,SKU-078,2025-12-24,2026-01-14,,544,
PO-02060,SKU-069,2025-11-26,2025-12-17,2025-12-20,449,449.0
PO-00224,SKU-008,15/01/2025,2025-02-02,2025-02-19,524,524.0
PO-02216,SKU-075,05/06/2024,2024-06-19,2024-06-21,471,471.0
PO-02909,SKU-098,2024-03-06,2024-03-24,2024-04-05,378,378.0
PO-00117,SKU-004,12-03-2025,2025-12-21,2025-12-22,395,395.0
PO-01434,SKU-049,2024-04-17,2024-05-05,2024-05-05,340,271.0
PO-01217,SKU-041,2025-11-19,2025-12-10,2025-12-10,281,281.0
PO-02431,SKU-082,2024-07-31,2024-08-18,2024-08-18,374,374.0
PO-00289,SKU-010,03-26-2025,2025-04-13,2025-05-07,443,443.0
PO-00917,SKU-031,2025-03-12,2025-03-26,2025-03-26,313,313.0
PO-02244,SKU-076,15/05/2024,2024-06-05,2024-06-23,231,231.0
PO-00232,SKU-008,13-Aug-2025,2025-08-31,2025-08-31,395,395.0
PO-00796,SKU-027,2025-02-26,2025-03-19,2025-03-21,409,409.0
PO-00404,SKU-014,12-25-2024,2025-01-12,2025-01-14,351,351.0
PO-01157,SKU-039,2025-08-13,2025-08-31,2025-08-31,450,450.0
PO-00896,SKU-030,2025-12-03,2025-12-24,,429,
PO-02485,SKU-083,2025-12-10,2025-12-31,,408,
PO-01182,SKU-040,2025-04-02,2025-04-16,2025-04-16,495,495.0
PO-00889,SKU-030,2025-06-18,2025-07-09,2025-07-26,350,324.0
PO-01454,SKU-049,13-Aug-2025,2025-08-31,2025-09-02,478,478.0
PO-00920,SKU-031,2025-05-21,2025-06-04,2025-06-08,401,401.0
PO-01824,SKU-062,02-21-2024,2024-03-13,2024-03-15,252,252.0
PO-00581,SKU-020,2024-07-31,2024-08-18,2024-08-18,341,341.0
PO-01877,SKU-063,2025-10-08,2025-10-22,2025-10-23,473,345.0
PO-00243,SKU-009,27/03/2024,2024-04-10,2024-04-10,291,291.0
PO-01246,SKU-042,2025-09-17,2025-10-01,2025-10-02,324,324.0
PO-00080,SKU-003,21/05/2025,2025-06-04,2025-06-05,396,396.0
PO-00359,SKU-012,2025-12-10,2025-12-24,2025-12-24,547,509.0
PO-01145,SKU-039,2024-10-16,2024-11-03,2024-11-04,429,429.0
PO-01764,SKU-060,2024-03-20,2024-04-07,2024-04-17,228,228.0
PO-01384,SKU-047,2024-10-23,2024-11-06,2024-11-06,272,272.0
PO-01310,SKU-044,17/12/2025,2025-12-31,,397,
PO-01405,SKU-048,2024-04-03,2024-04-21,2024-04-24,345,345.0
PO-01719,SKU-058,2025-01-01,2025-01-19,2025-02-05,548,488.0
PO-02260,SKU-076,2025-07-09,2025-07-30,2025-07-30,288,288.0
PO-00723,SKU-025,2024-04-10,2024-04-24,2024-04-24,433,433.0
PO-00350,SKU-012,07-May-2025,2025-05-21,2025-05-21,537,446.0
PO-02804,SKU-094,02-12-2025,2025-02-26,2025-03-01,329,329.0
PO-01422,SKU-048,2025-06-18,2025-07-06,2025-07-06,310,310.0
PO-00955,SKU-032,26/11/2025,2025-12-14,2025-12-14,299,299.0
PO-01736,SKU-059,2024-03-27,2024-04-17,2024-04-18,358,358.0
PO-01681,SKU-057,2024-06-19,2024-07-03,2024-07-03,406,406.0
PO-00301,SKU-011,21-Feb-2024,2024-03-06,2024-03-06,378,378.0
PO-02833,SKU-095,2025-02-12,2025-02-26,2025-02-26,491,491.0
PO-00932,SKU-032,24/04/2024,2024-05-12,2024-05-13,344,344.0
PO-00437,SKU-015,12-Mar-2025,2025-03-26,2025-03-26,349,349.0
PO-00220,SKU-008,10-09-2024,2024-10-27,2024-10-31,434,434.0
PO-02036,SKU-069,05-08-2024,2024-05-29,2024-06-17,425,425.0
PO-02571,SKU-086,2025-07-30,2025-08-17,2025-08-18,405,405.0
PO-00716,SKU-024,2025-09-24,2025-10-12,2025-10-15,547,547.0
PO-01912,SKU-065,2024-01-03,2024-01-24,2024-01-24,454,454.0
PO-02299,SKU-078,2024-02-07,2024-02-28,2024-03-02,372,372.0
PO-00673,SKU-023,2024-09-25,2024-10-16,2024-10-16,290,290.0
PO-00856,SKU-029,2025-04-02,2025-04-16,2025-04-16,515,515.0
PO-00155,SKU-006,12-Jun-2024,2024-06-26,2024-06-26,-414,414.0
PO-01451,SKU-049,2025-05-28,2025-06-15,2025-06-15,487,487.0
PO-01656,SKU-056,2024-10-09,2024-10-27,2024-10-27,322,322.0
PO-01463,SKU-050,06-Mar-2024,2024-03-20,2024-03-22,412,412.0
PO-01305,SKU-044,2025-08-13,2025-08-27,2025-08-27,620,620.0
PO-01487,SKU-050,11-12-2025,2025-11-26,2025-11-26,341,341.0
PO-02697,SKU-090,22/10/2025,2025-11-05,2025-11-05,418,418.0
PO-00241,SKU-009,2024-02-07,2024-02-21,2024-02-21,336,336.0
PO-01792,SKU-061,31-Jan-2024,2024-02-18,2024-03-07,372,372.0
PO-00893,SKU-030,24-Sep-2025,2025-10-15,2025-10-18,532,532.0
PO-00093,SKU-004,08-May-2024,2024-05-26,2024-05-26,493,493.0
PO-02970,SKU-100,2024-04-10,2024-04-24,2024-04-24,538,538.0
PO-02351,SKU-079,2025-07-09,2025-07-23,2025-07-23,505,505.0
PO-00566,SKU-019,09-Jul-2025,2025-07-27,2025-07-30,357,357.0
PO-02863,SKU-096,2025-02-12,2025-02-26,2025-02-26,266,266.0
PO-00123,SKU-005,2024-05-08,2024-05-22,2024-05-24,278,278.0
PO-00491,SKU-017,2024-07-24,2024-08-07,2024-08-08,331,331.0
PO-01443,SKU-049,2024-11-20,2024-12-08,2024-12-08,324,324.0
PO-00572,SKU-019,11-26-2025,2025-12-14,2025-12-14,444,444.0
PO-00582,SKU-020,08-28-2024,2024-09-15,2024-09-16,304,304.0
PO-00387,SKU-013,03/12/2025,2025-12-24,,510,
PO-02548,SKU-086,01-17-2024,2024-02-04,2024-02-21,357,357.0
PO-00512,SKU-017,2025-12-17,2025-12-31,,382,
PO-02235,SKU-075,2025-09-10,2025-09-24,2025-09-26,431,431.0
PO-00475,SKU-016,09-Jul-2025,2025-07-30,2025-08-01,261,261.0
PO-00430,SKU-015,25-Sep-2024,2024-10-09,2024-10-09,577,577.0
PO-02107,SKU-071,2025-01-29,2025-02-16,2025-02-28,431,431.0
PO-02166,SKU-073,2025-02-26,2025-03-16,2025-04-03,426,426.0
PO-00506,SKU-017,2025-07-23,2025-08-06,2025-08-06,538,538.0
PO-00331,SKU-012,2024-01-10,2024-01-24,2024-01-26,524,524.0
PO-02646,SKU-089,2024-05-08,2024-05-22,2024-05-22,428,428.0
PO-01268,SKU-043,2025-03-26,2025-04-16,2025-04-16,402,402.0
PO-01618,SKU-055,15/05/2024,2024-06-05,2024-06-14,588,588.0
PO-02184,SKU-074,2024-06-05,2024-06-26,2024-07-10,305,305.0
PO-01534,SKU-052,2024-12-11,2024-12-29,2024-12-29,534,534.0
PO-00753,SKU-026,2024-03-20,2024-04-03,2024-04-08,603,603.0
PO-00520,SKU-018,2024-06-26,2024-07-10,2024-07-10,442,442.0
PO-01276,SKU-043,2025-10-22,2025-11-12,2025-11-14,425,425.0
PO-00668,SKU-023,2024-05-08,2024-05-29,2024-06-16,356,356.0
PO-00323,SKU-011,2025-07-23,2025-08-06,2025-08-11,372,372.0
PO-00799,SKU-027,2025-05-14,2025-06-04,2025-06-24,463,463.0
PO-01204,SKU-041,2024-11-27,2024-12-18,2024-12-18,266,266.0
PO-02319,SKU-078,2025-06-25,2025-07-16,2025-08-08,265,265.0
PO-02900,SKU-097,13/08/2025,2025-08-31,2025-08-31,422,422.0
PO-01619,SKU-055,2024-06-12,2024-07-03,2024-07-13,613,613.0
PO-01651,SKU-056,2024-05-29,2024-06-16,2024-06-16,395,395.0
PO-00882,SKU-030,2024-12-18,2025-01-08,2025-01-11,560,560.0
PO-00173,SKU-006,2025-07-30,2025-08-13,2025-08-13,515,515.0
PO-02611,SKU-088,2024-02-07,2024-02-21,2024-02-23,460,460.0
PO-01108,SKU-038,2024-02-28,2024-03-17,2024-04-02,541,541.0
PO-02407,SKU-081,01-15-2025,2025-01-29,2025-01-29,312,312.0
PO-01479,SKU-050,2025-04-09,2025-04-23,2025-04-25,316,316.0
PO-02929,SKU-098,16/07/2025,2025-08-03,2025-08-03,478,478.0
PO-02598,SKU-087,2025-05-28,2025-06-15,2025-06-17,418,418.0
PO-00186,SKU-007,2024-06-05,2024-06-19,2024-06-20,367,367.0
PO-01767,SKU-060,2024-05-15,2024-06-02,2024-06-02,219,219.0
PO-01871,SKU-063,2025-04-30,2025-05-14,2025-05-16,497,497.0
PO-01536,SKU-052,2025-01-29,2025-02-16,2025-02-27,397,397.0
PO-02554,SKU-086,2024-06-12,2024-06-30,2024-06-30,351,351.0
PO-02803,SKU-094,2025-01-22,2025-02-05,2025-02-06,333,333.0
PO-00102,SKU-004,11/12/2024,2024-12-29,2024-12-29,474,474.0
PO-01317,SKU-045,2024-05-29,2024-06-12,2024-06-16,418,418.0
PO-00798,SKU-027,2025-04-16,2025-05-07,2025-05-18,525,525.0
PO-01048,SKU-036,02-14-2024,2024-02-28,2024-02-28,355,355.0
PO-02344,SKU-079,2025-01-22,2025-02-05,2025-02-08,343,343.0
PO-00774,SKU-026,13/08/2025,2025-08-27,2025-08-27,532,532.0
PO-00473,SKU-016,2025-05-21,2025-06-11,2025-06-18,332,332.0
PO-01900,SKU-064,2025-04-30,2025-05-14,2025-05-15,321,321.0
PO-01057,SKU-036,2024-10-02,2024-10-16,2024-10-16,223,223.0
PO-02294,SKU-077,2025-10-15,2025-10-29,2025-10-29,464,464.0
PO-00011,SKU-001,2024-09-18,2024-10-06,2024-10-07,624,624.0
PO-01649,SKU-056,2024-04-10,2024-04-28,2024-05-01,318,318.0
PO-02278,SKU-077,09/10/2024,2024-10-23,2024-10-23,506,506.0
PO-02122,SKU-072,2024-04-03,2024-04-24,2024-05-04,289,289.0
PO-00684,SKU-023,2025-06-25,2025-07-16,2025-07-30,219,219.0
PO-02964,SKU-099,19/11/2025,2025-12-10,2025-12-11,524,524.0
PO-02230,SKU-075,2025-05-14,2025-05-28,2025-05-28,423,423.0
PO-00690,SKU-023,03/12/2025,2025-12-24,2025-12-24,353,353.0
PO-00923,SKU-031,30-Jul-2025,2025-08-13,2025-08-14,388,388.0
PO-01689,SKU-057,2024-12-11,2024-12-25,2024-12-27,348,348.0
PO-01003,SKU-034,01-15-2025,2025-02-02,2025-02-12,519,519.0
PO-00835,SKU-028,2025-11-05,2025-11-26,2025-11-27,375,375.0
PO-00239,SKU-008,2025-12-24,2026-01-11,,765,
PO-00439,SKU-015,23-Apr-2025,2025-05-07,2025-05-07,480,480.0
PO-00650,SKU-022,2025-04-09,2025-04-23,2025-04-24,362,362.0
